id,name,age,salary
1,User_1_1496,23,7802
2,User_2_1496,23,10176
3,User_3_1496,29,23853
4,User_4_1496,34,33186
5,User_5_1496,42,9993
6,User_6_1496,47,36582
7,User_7_1496,40,48755
8,User_8_1496,38,28908
9,User_9_1496,31,15443
10,User_10_1496,46,19964
11,User_11_1496,29,34557
12,User_12_1496,48,46856
13,User_13_1496,60,26292
14,User_14_1496,51,38070
15,User_15_1496,41,15826
16,User_16_1496,58,6812
17,User_17_1496,18,5653
18,User_18_1496,29,40179
19,User_19_1496,36,6264
20,User_20_1496,57,46432
21,User_21_1496,51,24164
22,User_22_1496,30,22964
23,User_23_1496,25,17935
24,User_24_1496,34,40467
25,User_25_1496,23,29004
26,User_26_1496,51,22142
27,User_27_1496,24,10366
28,User_28_1496,35,23684
29,User_29_1496,59,31534
30,User_30_1496,27,18830
31,User_31_1496,42,47031
32,User_32_1496,19,38714
33,User_33_1496,130,3654
34,User_34_1496,52,12503
35,User_35_1496,50,11486
36,User_36_1496,,8661
37,User_37_1496,25,14858
38,User_38_1496,57,6972
39,User_39_1496,18,39996
40,User_40_1496,,41792
41,User_41_1496,47,25953
42,User_42_1496,24,6625
43,User_43_1496,29,33784
44,User_44_1496,46,
45,User_45_1496,46,18583
46,User_46_1496,53,48992
47,User_47_1496,37,40574
48,User_48_1496,36,24511
49,User_49_1496,35,33029
50,User_50_1496,26,49814
51,User_51_1496,28,32309
52,User_52_1496,33,22446
53,User_53_1496,24,15565
54,User_54_1496,42,48153
55,User_55_1496,47,12457
56,User_56_1496,52,26527
57,User_57_1496,,25957
58,User_58_1496,24,42557
59,User_59_1496,102,
60,User_60_1496,47,18992
61,User_61_1496,,10442
62,User_62_1496,115,24361
63,User_63_1496,55,41111
64,User_64_1496,41,45261
65,User_65_1496,58,43899
66,User_66_1496,52,23332
67,User_67_1496,19,28537
68,User_68_1496,25,47720
69,User_69_1496,40,
70,User_70_1496,40,34645
71,User_71_1496,39,14573
72,User_72_1496,47,49350
73,User_73_1496,49,6121
74,User_74_1496,63,19693
75,User_75_1496,60,
76,User_76_1496,56,8873
77,User_77_1496,45,40285
78,User_78_1496,48,37988
79,User_79_1496,30,4042
80,User_80_1496,22,
81,User_81_1496,32,46971
82,User_82_1496,58,20520
83,User_83_1496,19,5623
84,User_84_1496,40,37441
85,User_85_1496,44,41271
86,User_86_1496,50,37335
87,User_87_1496,42,34701
88,User_88_1496,43,37986
89,User_89_1496,,20065
90,User_90_1496,46,21176
91,User_91_1496,55,48331
92,User_92_1496,60,27532
93,User_93_1496,,42408
94,User_94_1496,,19195
95,User_95_1496,177,44849
96,User_96_1496,,43997
97,User_97_1496,46,36785
98,User_98_1496,44,16808
99,User_99_1496,31,29530
100,User_100_1496,44,15229
101,User_101_1496,18,28109
102,User_102_1496,,36404
103,User_103_1496,43,7394
104,User_104_1496,60,45542
105,User_105_1496,55,35378
106,User_106_1496,18,4327
107,User_107_1496,,18626
108,User_108_1496,40,9100
109,User_109_1496,,49292
110,User_110_1496,48,36046
111,User_111_1496,46,14021
112,User_112_1496,35,39294
113,User_113_1496,23,4491
114,User_114_1496,38,29209
115,User_115_1496,55,8931
116,User_116_1496,29,35112
117,User_117_1496,41,31812
118,User_118_1496,,46833
119,User_119_1496,55,
120,User_120_1496,27,12453
121,User_121_1496,18,24522
122,User_122_1496,21,7770
123,User_123_1496,40,10928
124,User_124_1496,29,5386
125,User_125_1496,50,27355
126,User_126_1496,20,9245
127,User_127_1496,26,38404
128,User_128_1496,,34754
129,User_129_1496,59,9735
130,User_130_1496,,39201
131,User_131_1496,44,10712
132,User_132_1496,25,29988
133,User_133_1496,50,42184
134,User_134_1496,,4216
135,User_135_1496,44,48079
136,User_136_1496,25,
137,User_137_1496,36,12561
138,User_138_1496,18,
139,User_139_1496,40,35668
140,User_140_1496,57,11545
141,User_141_1496,36,5723
142,User_142_1496,27,29594
143,User_143_1496,40,38817
144,User_144_1496,39,10022
145,User_145_1496,79,29069
146,User_146_1496,42,12285
147,User_147_1496,20,
148,User_148_1496,34,17977
149,User_149_1496,48,41484
150,User_150_1496,52,13387
151,User_151_1496,32,46396
152,User_152_1496,60,39231
153,User_153_1496,121,30757
154,User_154_1496,49,18800
155,User_155_1496,26,16978
156,User_156_1496,35,38992
157,User_157_1496,23,18242
158,User_158_1496,35,23162
159,User_159_1496,28,8957
160,User_160_1496,48,33068
161,User_161_1496,41,26277
162,User_162_1496,24,15498
163,User_163_1496,60,38274
164,User_164_1496,56,33220
165,User_165_1496,51,20834
166,User_166_1496,25,44370
167,User_167_1496,50,6356
168,User_168_1496,36,46235
169,User_169_1496,44,29517
170,User_170_1496,,30547
171,User_171_1496,27,11369
172,User_172_1496,46,22388
173,User_173_1496,57,10911
174,User_174_1496,32,40620
175,User_175_1496,37,13885
176,User_176_1496,47,
177,User_177_1496,37,26668
178,User_178_1496,24,12343
179,User_179_1496,28,12632
180,User_180_1496,-3,39226
181,User_181_1496,30,45488
182,User_182_1496,22,17897
183,User_183_1496,18,27269
184,User_184_1496,25,6801
185,User_185_1496,41,38160
186,User_186_1496,30,36828
187,User_187_1496,20,16426
188,User_188_1496,28,32754
189,User_189_1496,53,47590
190,User_190_1496,29,10711
191,User_191_1496,50,3848
192,User_192_1496,58,27452
193,User_193_1496,40,39829
194,User_194_1496,58,42234
195,User_195_1496,44,4069
196,User_196_1496,57,9008
197,User_197_1496,45,43664
198,User_198_1496,56,6243
199,User_199_1496,21,29179
200,User_200_1496,25,39299
201,User_201_1496,43,49903
202,User_202_1496,23,24135
203,User_203_1496,46,8134
204,User_204_1496,22,7506
205,User_205_1496,35,45863
206,User_206_1496,51,16994
207,User_207_1496,43,45676
208,User_208_1496,35,49608
209,User_209_1496,48,44102
210,User_210_1496,46,15596
211,User_211_1496,47,7045
212,User_212_1496,60,46797
213,User_213_1496,19,
214,User_214_1496,47,45420
215,User_215_1496,42,11634
216,User_216_1496,79,
217,User_217_1496,49,21116
218,User_218_1496,19,28972
219,User_219_1496,52,20527
220,User_220_1496,22,8313
221,User_221_1496,43,42163
222,User_222_1496,57,12807
223,User_223_1496,41,10692
224,User_224_1496,51,26908
225,User_225_1496,33,10507
226,User_226_1496,48,4793
227,User_227_1496,58,35206
228,User_228_1496,19,20581
229,User_229_1496,48,29951
230,User_230_1496,26,14574
231,User_231_1496,37,45972
232,User_232_1496,37,11258
233,User_233_1496,53,37744
234,User_234_1496,25,45684
235,User_235_1496,18,
236,User_236_1496,28,8665
237,User_237_1496,28,24732
238,User_238_1496,38,
239,User_239_1496,,36192
240,User_240_1496,41,17085
241,User_241_1496,45,32880
242,User_242_1496,44,35743
243,User_243_1496,57,4850
244,User_244_1496,45,40465
245,User_245_1496,178,7079
246,User_246_1496,25,41358
247,User_247_1496,55,24689
248,User_248_1496,-4,11256
249,User_249_1496,51,12051
250,User_250_1496,145,45882
251,User_251_1496,18,10831
252,User_252_1496,20,43695
253,User_253_1496,47,46567
254,User_254_1496,41,11825
255,User_255_1496,31,41103
256,User_256_1496,42,31796
257,User_257_1496,29,34913
258,User_258_1496,53,41209
259,User_259_1496,46,17143
260,User_260_1496,42,48612
261,User_261_1496,53,33454
262,User_262_1496,44,10965
263,User_263_1496,49,13940
264,User_264_1496,51,16153
265,User_265_1496,37,10319
266,User_266_1496,28,11681
267,User_267_1496,50,9876
268,User_268_1496,38,33514
269,User_269_1496,47,29093
270,User_270_1496,60,16311
271,User_271_1496,50,3908
272,User_272_1496,44,37906
273,User_273_1496,44,3890
274,User_274_1496,55,45014
275,User_275_1496,31,6059
276,User_276_1496,39,11081
277,User_277_1496,,23854
278,User_278_1496,,10630
279,User_279_1496,42,47273
280,User_280_1496,40,21942
281,User_281_1496,49,35023
282,User_282_1496,42,14673
283,User_283_1496,51,30172
284,User_284_1496,18,
285,User_285_1496,55,31426
286,User_286_1496,,21326
287,User_287_1496,18,
288,User_288_1496,36,32153
289,User_289_1496,55,48070
290,User_290_1496,38,9749
291,User_291_1496,23,37592
292,User_292_1496,50,45495
293,User_293_1496,41,19562
294,User_294_1496,54,48614
295,User_295_1496,43,38358
296,User_296_1496,57,9763
297,User_297_1496,23,41014
298,User_298_1496,23,21447
299,User_299_1496,43,22801
300,User_300_1496,38,18163
301,User_301_1496,35,32591
302,User_302_1496,51,11366
