id,name,age,salary
1,User_1_1496,47,34249
2,User_2_1496,18,16689
3,User_3_1496,47,18973
4,User_4_1496,19,42547
5,User_5_1496,20,45211
6,User_6_1496,39,19257
7,User_7_1496,20,9197
8,User_8_1496,27,19162
9,User_9_1496,38,41924
10,User_10_1496,,7891
11,User_11_1496,39,30203
12,User_12_1496,40,39033
13,User_13_1496,48,38950
14,User_14_1496,44,23502
15,User_15_1496,36,30643
16,User_16_1496,30,40434
17,User_17_1496,,22416
18,User_18_1496,35,9523
19,User_19_1496,58,39261
20,User_20_1496,41,6555
21,User_21_1496,51,43430
22,User_22_1496,54,37645
23,User_23_1496,39,27736
24,User_24_1496,59,16383
25,User_25_1496,25,28597
26,User_26_1496,56,15363
27,User_27_1496,30,14964
28,User_28_1496,50,6414
29,User_29_1496,42,48359
30,User_30_1496,45,
31,User_31_1496,41,39192
32,User_32_1496,46,45648
33,User_33_1496,52,34786
34,User_34_1496,54,13388
35,User_35_1496,18,11765
36,User_36_1496,25,39717
37,User_37_1496,38,29593
38,User_38_1496,53,5835
39,User_39_1496,-9,6295
40,User_40_1496,21,38453
41,User_41_1496,57,35273
42,User_42_1496,46,49138
43,User_43_1496,31,42425
44,User_44_1496,36,49844
45,User_45_1496,55,21182
46,User_46_1496,25,28878
47,User_47_1496,117,36291
48,User_48_1496,27,45361
49,User_49_1496,48,39094
50,User_50_1496,50,38697
51,User_51_1496,38,33883
52,User_52_1496,,42113
53,User_53_1496,29,36286
54,User_54_1496,30,28759
55,User_55_1496,55,49607
56,User_56_1496,40,38335
57,User_57_1496,27,46752
58,User_58_1496,52,30079
59,User_59_1496,40,44695
60,User_60_1496,,29704
61,User_61_1496,54,8156
62,User_62_1496,38,
63,User_63_1496,46,29686
64,User_64_1496,29,18720
65,User_65_1496,44,3296
66,User_66_1496,36,38902
67,User_67_1496,23,27640
68,User_68_1496,54,44712
69,User_69_1496,45,24139
70,User_70_1496,25,25849
71,User_71_1496,27,20115
72,User_72_1496,52,25841
73,User_73_1496,57,28532
74,User_74_1496,69,30558
75,User_75_1496,194,42326
76,User_76_1496,28,18355
77,User_77_1496,53,7221
78,User_78_1496,30,36184
79,User_79_1496,60,36981
80,User_80_1496,32,26860
81,User_81_1496,49,36262
82,User_82_1496,45,5166
83,User_83_1496,29,14024
84,User_84_1496,48,18851
85,User_85_1496,31,24357
86,User_86_1496,30,40684
87,User_87_1496,20,44678
88,User_88_1496,29,36255
89,User_89_1496,52,42965
90,User_90_1496,31,37992
91,User_91_1496,43,29252
92,User_92_1496,31,48158
93,User_93_1496,56,27563
94,User_94_1496,60,49260
95,User_95_1496,47,11177
96,User_96_1496,28,12543
97,User_97_1496,37,14259
98,User_98_1496,22,45242
99,User_99_1496,48,26198
100,User_100_1496,29,22199
101,User_101_1496,34,29503
102,User_102_1496,49,41686
103,User_103_1496,48,24986
104,User_104_1496,56,3063
105,User_105_1496,58,28389
106,User_106_1496,36,27181
107,User_107_1496,55,6644
108,User_108_1496,25,14319
109,User_109_1496,41,47896
110,User_110_1496,30,44862
111,User_111_1496,59,42055
112,User_112_1496,44,26410
113,User_113_1496,51,18541
114,User_114_1496,54,26207
115,User_115_1496,46,13570
116,User_116_1496,33,8629
117,User_117_1496,19,19365
118,User_118_1496,20,34784
119,User_119_1496,32,22424
120,User_120_1496,24,21458
121,User_121_1496,56,39918
122,User_122_1496,58,43758
123,User_123_1496,46,12838
124,User_124_1496,37,43318
125,User_125_1496,34,13292
126,User_126_1496,39,10038
127,User_127_1496,29,35807
128,User_128_1496,59,17464
129,User_129_1496,45,19953
130,User_130_1496,36,17113
131,User_131_1496,42,29822
132,User_132_1496,37,3217
133,User_133_1496,41,3457
134,User_134_1496,,26516
135,User_135_1496,25,23909
136,User_136_1496,36,29380
137,User_137_1496,47,37465
138,User_138_1496,47,10349
139,User_139_1496,40,12929
140,User_140_1496,21,24886
141,User_141_1496,57,29692
142,User_142_1496,,24539
143,User_143_1496,53,26351
144,User_144_1496,39,35527
145,User_145_1496,39,24488
146,User_146_1496,111,4609
147,User_147_1496,19,4875
148,User_148_1496,60,11439
149,User_149_1496,46,25187
150,User_150_1496,57,34182
151,User_151_1496,72,6556
152,User_152_1496,32,44792
153,User_153_1496,56,41170
154,User_154_1496,20,3174
155,User_155_1496,54,26835
156,User_156_1496,35,35810
157,User_157_1496,34,41083
158,User_158_1496,,35931
159,User_159_1496,33,
160,User_160_1496,44,4405
161,User_161_1496,57,46175
162,User_162_1496,33,10264
163,User_163_1496,78,39328
164,User_164_1496,26,20292
165,User_165_1496,57,31848
166,User_166_1496,28,6512
167,User_167_1496,44,35902
168,User_168_1496,39,8213
169,User_169_1496,20,44707
170,User_170_1496,19,16460
171,User_171_1496,50,47040
172,User_172_1496,51,34294
173,User_173_1496,24,7526
174,User_174_1496,27,14510
175,User_175_1496,47,32425
176,User_176_1496,37,33650
177,User_177_1496,50,8199
178,User_178_1496,34,3776
179,User_179_1496,19,45062
180,User_180_1496,52,30987
181,User_181_1496,83,
182,User_182_1496,25,33446
183,User_183_1496,27,15381
184,User_184_1496,26,10644
185,User_185_1496,43,12637
186,User_186_1496,9,5618
187,User_187_1496,45,18257
188,User_188_1496,39,38607
189,User_189_1496,58,36088
190,User_190_1496,48,40366
191,User_191_1496,28,4669
192,User_192_1496,43,29223
193,User_193_1496,,8149
194,User_194_1496,21,33705
195,User_195_1496,42,30031
196,User_196_1496,31,16475
197,User_197_1496,27,44337
198,User_198_1496,44,11276
199,User_199_1496,35,28485
200,User_200_1496,33,42012
201,User_201_1496,37,
202,User_202_1496,60,12729
203,User_203_1496,45,34604
204,User_204_1496,175,24426
205,User_205_1496,35,8118
206,User_206_1496,39,17545
207,User_207_1496,50,35692
208,User_208_1496,56,18118
209,User_209_1496,43,12050
210,User_210_1496,53,40290
211,User_211_1496,35,48895
212,User_212_1496,30,40266
213,User_213_1496,44,
214,User_214_1496,43,5079
215,User_215_1496,39,6578
216,User_216_1496,55,38490
217,User_217_1496,23,14750
218,User_218_1496,175,23118
219,User_219_1496,51,
220,User_220_1496,46,45938
221,User_221_1496,48,32301
222,User_222_1496,,34555
223,User_223_1496,48,42194
224,User_224_1496,32,13298
225,User_225_1496,52,22137
226,User_226_1496,60,3401
227,User_227_1496,40,13601
228,User_228_1496,25,
229,User_229_1496,24,6981
230,User_230_1496,,15514
231,User_231_1496,51,28320
232,User_232_1496,106,39199
233,User_233_1496,57,49067
234,User_234_1496,32,13287
235,User_235_1496,18,36523
236,User_236_1496,50,24284
237,User_237_1496,36,12348
238,User_238_1496,32,45175
239,User_239_1496,33,
240,User_240_1496,91,37764
241,User_241_1496,48,38655
242,User_242_1496,35,30862
243,User_243_1496,37,40719
244,User_244_1496,,49630
245,User_245_1496,53,31112
246,User_246_1496,,14101
247,User_247_1496,51,27099
248,User_248_1496,48,48735
249,User_249_1496,60,7680
250,User_250_1496,21,21821
251,User_251_1496,51,16256
252,User_252_1496,48,11367
253,User_253_1496,28,8477
254,User_254_1496,44,
255,User_255_1496,44,32179
256,User_256_1496,29,6586
257,User_257_1496,44,4714
258,User_258_1496,56,28159
259,User_259_1496,23,
260,User_260_1496,31,34401
261,User_261_1496,22,7077
262,User_262_1496,35,30479
263,User_263_1496,28,28436
264,User_264_1496,48,5683
265,User_265_1496,,4670
266,User_266_1496,39,33635
267,User_267_1496,53,41606
268,User_268_1496,34,3313
269,User_269_1496,33,9452
270,User_270_1496,53,7737
271,User_271_1496,29,38675
272,User_272_1496,24,13619
273,User_273_1496,23,31612
274,User_274_1496,25,48103
275,User_275_1496,89,26135
276,User_276_1496,40,10400
277,User_277_1496,37,44820
278,User_278_1496,33,13394
279,User_279_1496,53,18008
280,User_280_1496,26,
281,User_281_1496,35,41610
282,User_282_1496,26,32358
283,User_283_1496,92,5332
284,User_284_1496,25,28877
285,User_285_1496,20,11683
286,User_286_1496,60,8647
287,User_287_1496,35,37975
288,User_288_1496,28,29689
289,User_289_1496,37,33691
290,User_290_1496,53,18490
291,User_291_1496,48,7532
292,User_292_1496,41,7129
293,User_293_1496,47,16159
294,User_294_1496,23,48631
295,User_295_1496,53,9769
296,User_296_1496,25,3784
297,User_297_1496,49,
298,User_298_1496,59,19862
299,User_299_1496,21,37063
300,User_300_1496,55,12219
301,User_301_1496,48,7542
302,User_302_1496,40,39874
303,User_303_1496,,8102
304,User_304_1496,10,5448
305,User_305_1496,42,8686
306,User_306_1496,32,42996
307,User_307_1496,38,23616
308,User_308_1496,53,24424
309,User_309_1496,28,18529
310,User_310_1496,,44166
311,User_311_1496,53,17752
312,User_312_1496,49,37023
313,User_313_1496,56,43463
314,User_314_1496,52,36079
315,User_315_1496,28,3055
316,User_316_1496,26,28940
317,User_317_1496,29,34950
318,User_318_1496,32,14406
319,User_319_1496,51,10257
320,User_320_1496,,3969
321,User_321_1496,57,
322,User_322_1496,,39523
323,User_323_1496,50,36287
324,User_324_1496,19,43683
325,User_325_1496,41,46627
326,User_326_1496,53,44017
327,User_327_1496,46,33514
328,User_328_1496,55,20211
329,User_329_1496,25,44107
330,User_330_1496,36,49330
331,User_331_1496,53,3533
332,User_332_1496,28,9001
333,User_333_1496,24,12312
334,User_334_1496,51,19432
335,User_335_1496,36,13879
336,User_336_1496,55,32793
337,User_337_1496,34,40726
338,User_338_1496,19,26029
339,User_339_1496,30,24836
340,User_340_1496,57,38439
341,User_341_1496,33,19236
342,User_342_1496,,47934
343,User_343_1496,164,29392
344,User_344_1496,24,35175
345,User_345_1496,27,40730
346,User_346_1496,26,24837
347,User_347_1496,56,5017
348,User_348_1496,51,30660
349,User_349_1496,36,25791
350,User_350_1496,43,20768
351,User_351_1496,33,
352,User_352_1496,59,16376
353,User_353_1496,46,28870
354,User_354_1496,,13979
355,User_355_1496,26,18195
356,User_356_1496,42,31004
357,User_357_1496,28,32830
358,User_358_1496,20,20138
359,User_359_1496,40,13346
360,User_360_1496,20,12024
361,User_361_1496,35,40846
362,User_362_1496,51,18003
363,User_363_1496,28,4837
364,User_364_1496,48,6075
